SOCCode	Dgroup	average_scale	tot_emp	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
17-2161	Achievement orientation	79.400000572	16880	Architecture and engineering	102950	3	Nuclear Engineers	4	1
17-2161	Adjustment	76.333333651	16880	Architecture and engineering	102950	3	Nuclear Engineers	4	1
17-2161	Conscientiousness	91.199998856	16880	Architecture and engineering	102950	1	Nuclear Engineers	4	1
17-2161	Independence and practical intelligence	74.866668383	16880	Architecture and engineering	102950	3	Nuclear Engineers	4	1
17-2161	Interpersonal orientation and social influence	66.799999475	16880	Architecture and engineering	102950	3	Nuclear Engineers	4	1
17-2171	Achievement orientation	82.79999733	34600	Architecture and engineering	129990	1	Petroleum Engineers	4	1
17-2171	Adjustment	74.800000191	34600	Architecture and engineering	129990	3	Petroleum Engineers	4	1
17-2171	Conscientiousness	85.066668193	34600	Architecture and engineering	129990	3	Petroleum Engineers	4	1
17-2171	Independence and practical intelligence	84.60000356	34600	Architecture and engineering	129990	0	Petroleum Engineers	4	1
17-2171	Interpersonal orientation and social influence	71.200000048	34600	Architecture and engineering	129990	2	Petroleum Engineers	4	1
17-2199	Achievement orientation	81.04666694	125460	Architecture and engineering	95900	2	Engineers, All Other	4	1
17-2199	Adjustment	75.133333842	125460	Architecture and engineering	95900	3	Engineers, All Other	4	1
17-2199	Conscientiousness	85.626667023	125460	Architecture and engineering	95900	3	Engineers, All Other	4	1
17-2199	Independence and practical intelligence	81.086666743	125460	Architecture and engineering	95900	1	Engineers, All Other	4	1
17-2199	Interpersonal orientation and social influence	66.6650002	125460	Architecture and engineering	95900	3	Engineers, All Other	4	1
17-3011	Achievement orientation	80.466666222	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	Adjustment	79.166666667	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	Conscientiousness	89.966667493	95280	Architecture and engineering	50710	1	Architectural and Civil Drafters	4	1
17-3011	Independence and practical intelligence	76.999999682	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3011	Interpersonal orientation and social influence	70.274999738	95280	Architecture and engineering	50710	2	Architectural and Civil Drafters	4	1
17-3012	Achievement orientation	79.866667589	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	Adjustment	78.166666826	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	Conscientiousness	87.233331998	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3012	Independence and practical intelligence	76.63333416	29200	Architecture and engineering	59520	1	Electrical and Electronics Drafters	3	1
17-3012	Interpersonal orientation and social influence	69.974999428	29200	Architecture and engineering	59520	2	Electrical and Electronics Drafters	3	1
17-3013	Achievement orientation	73.600001335	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Adjustment	74.400000572	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Conscientiousness	85.266668002	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3013	Independence and practical intelligence	73.999999364	65250	Architecture and engineering	53520	2	Mechanical Drafters	3	1
17-3013	Interpersonal orientation and social influence	66.250001192	65250	Architecture and engineering	53520	3	Mechanical Drafters	3	1
17-3021	Achievement orientation	94.600000381	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3021	Adjustment	84.666666985	12890	Architecture and engineering	66180	1	Aerospace Engineering and Operations Technicians	4	1
17-3021	Conscientiousness	97.466669083	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3021	Independence and practical intelligence	85.466664632	12890	Architecture and engineering	66180	0	Aerospace Engineering and Operations Technicians	4	1
17-3021	Interpersonal orientation and social influence	80.449999571	12890	Architecture and engineering	66180	1	Aerospace Engineering and Operations Technicians	4	1
17-3022	Achievement orientation	71.000000636	71440	Architecture and engineering	49260	3	Civil Engineering Technicians	3	1
17-3022	Adjustment	73.799999555	71440	Architecture and engineering	49260	3	Civil Engineering Technicians	3	1
17-3022	Conscientiousness	80.600001017	71440	Architecture and engineering	49260	3	Civil Engineering Technicians	3	1
17-3022	Independence and practical intelligence	68.533331553	71440	Architecture and engineering	49260	3	Civil Engineering Technicians	3	1
17-3022	Interpersonal orientation and social influence	67.150001526	71440	Architecture and engineering	49260	3	Civil Engineering Technicians	3	1
17-3023	Achievement orientation	77.333332698	139080	Architecture and engineering	61130	2	Electrical and Electronic Engineering Technicians	3	1
17-3023	Adjustment	76.866666476	139080	Architecture and engineering	61130	2	Electrical and Electronic Engineering Technicians	3	1
17-3023	Conscientiousness	85.766665141	139080	Architecture and engineering	61130	3	Electrical and Electronic Engineering Technicians	3	1
17-3023	Independence and practical intelligence	78.69999965	139080	Architecture and engineering	61130	1	Electrical and Electronic Engineering Technicians	3	1
17-3023	Interpersonal orientation and social influence	67.924998999	139080	Architecture and engineering	61130	3	Electrical and Electronic Engineering Technicians	3	1
17-3024	Achievement orientation	85.366665522	14720	Architecture and engineering	53340	0	Electro-Mechanical Technicians	3	1
17-3024	Adjustment	81.700001558	14720	Architecture and engineering	53340	2	Electro-Mechanical Technicians	3	1
17-3024	Conscientiousness	88.933332761	14720	Architecture and engineering	53340	2	Electro-Mechanical Technicians	3	1
17-3024	Independence and practical intelligence	79.23333327	14720	Architecture and engineering	53340	0	Electro-Mechanical Technicians	3	1
17-3024	Interpersonal orientation and social influence	70.999999046	14720	Architecture and engineering	53340	2	Electro-Mechanical Technicians	3	1
17-3025	Achievement orientation	75.133334796	17360	Architecture and engineering	48650	3	Environmental Engineering Technicians	4	1
17-3025	Adjustment	74.600000381	17360	Architecture and engineering	48650	3	Environmental Engineering Technicians	4	1
17-3025	Conscientiousness	84.666668574	17360	Architecture and engineering	48650	3	Environmental Engineering Technicians	4	1
17-3025	Independence and practical intelligence	69.33333238	17360	Architecture and engineering	48650	3	Environmental Engineering Technicians	4	1
17-3025	Interpersonal orientation and social influence	70.55000186	17360	Architecture and engineering	48650	2	Environmental Engineering Technicians	4	1
17-3026	Achievement orientation	78.733334541	62290	Architecture and engineering	53780	2	Industrial Engineering Technicians	3	1
17-3026	Adjustment	79.600000381	62290	Architecture and engineering	53780	2	Industrial Engineering Technicians	3	1
17-3026	Conscientiousness	85.333334605	62290	Architecture and engineering	53780	3	Industrial Engineering Technicians	3	1
17-3026	Independence and practical intelligence	79.666668574	62290	Architecture and engineering	53780	0	Industrial Engineering Technicians	3	1
17-3026	Interpersonal orientation and social influence	71.749998331	62290	Architecture and engineering	53780	2	Industrial Engineering Technicians	3	1
17-3027	Achievement orientation	74.666665395	48910	Architecture and engineering	53910	3	Mechanical Engineering Technicians	3	1
17-3027	Adjustment	75.533334414	48910	Architecture and engineering	53910	3	Mechanical Engineering Technicians	3	1
17-3027	Conscientiousness	81.999999682	48910	Architecture and engineering	53910	3	Mechanical Engineering Technicians	3	1
17-3027	Independence and practical intelligence	75.466666222	48910	Architecture and engineering	53910	2	Mechanical Engineering Technicians	3	1
17-3027	Interpersonal orientation and social influence	69.199999571	48910	Architecture and engineering	53910	3	Mechanical Engineering Technicians	3	1
17-3029	Achievement orientation	78.807407309	70750	Architecture and engineering	61260	2	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Adjustment	77.688888974	70750	Architecture and engineering	61260	2	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Conscientiousness	88.081481015	70750	Architecture and engineering	61260	2	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Independence and practical intelligence	77.799999802	70750	Architecture and engineering	61260	1	Engineering Technicians, Except Drafters, All Other	3	1
17-3029	Interpersonal orientation and social influence	69.188888735	70750	Architecture and engineering	61260	3	Engineering Technicians, Except Drafters, All Other	3	1
17-3031	Achievement orientation	74.933332602	53620	Architecture and engineering	42010	3	Surveying and Mapping Technicians	3	1
17-3031	Adjustment	71.500000159	53620	Architecture and engineering	42010	3	Surveying and Mapping Technicians	3	1
17-3031	Conscientiousness	86.766664982	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Independence and practical intelligence	74.799998601	53620	Architecture and engineering	42010	2	Surveying and Mapping Technicians	3	1
17-3031	Interpersonal orientation and social influence	66.600000858	53620	Architecture and engineering	42010	3	Surveying and Mapping Technicians	3	1
19-0000	Achievement orientation	81.030000289	1146110	Life, physical, and social sciences	62160	1	Life, physical, and social sciences		2
19-0000	Adjustment	76.154444589	1146110	Life, physical, and social sciences	62160	3	Life, physical, and social sciences		2
19-0000	Conscientiousness	88.276666668	1146110	Life, physical, and social sciences	62160	1	Life, physical, and social sciences		2
19-0000	Independence and practical intelligence	80.324444294	1146110	Life, physical, and social sciences	62160	0	Life, physical, and social sciences		2
19-0000	Interpersonal orientation and social influence	70.27000008	1146110	Life, physical, and social sciences	62160	2	Life, physical, and social sciences		2
19-1011	Achievement orientation	83.133333524	2430	Life, physical, and social sciences	60390	2	Animal Scientists	5	1
19-1011	Adjustment	76.466666857	2430	Life, physical, and social sciences	60390	2	Animal Scientists	5	1
19-1011	Conscientiousness	89.933331807	2430	Life, physical, and social sciences	60390	2	Animal Scientists	5	1
19-1011	Independence and practical intelligence	86.000000636	2430	Life, physical, and social sciences	60390	1	Animal Scientists	5	1
19-1011	Interpersonal orientation and social influence	70.700001717	2430	Life, physical, and social sciences	60390	3	Animal Scientists	5	1
19-1012	Achievement orientation	77.666667302	14660	Life, physical, and social sciences	65840	3	Food Scientists and Technologists	4	1
19-1012	Adjustment	72.533334096	14660	Life, physical, and social sciences	65840	3	Food Scientists and Technologists	4	1
19-1012	Conscientiousness	88.933334351	14660	Life, physical, and social sciences	65840	2	Food Scientists and Technologists	4	1
19-1012	Independence and practical intelligence	76.199998856	14660	Life, physical, and social sciences	65840	2	Food Scientists and Technologists	4	1
19-1012	Interpersonal orientation and social influence	71.349999905	14660	Life, physical, and social sciences	65840	2	Food Scientists and Technologists	4	1
19-1013	Achievement orientation	86.466665268	14610	Life, physical, and social sciences	60050	1	Soil and Plant Scientists	5	1
19-1013	Adjustment	76.266668638	14610	Life, physical, and social sciences	60050	3	Soil and Plant Scientists	5	1
19-1013	Conscientiousness	90.200001399	14610	Life, physical, and social sciences	60050	2	Soil and Plant Scientists	5	1
19-1013	Independence and practical intelligence	82.999998728	14610	Life, physical, and social sciences	60050	2	Soil and Plant Scientists	5	1
19-1013	Interpersonal orientation and social influence	70.949999094	14610	Life, physical, and social sciences	60050	3	Soil and Plant Scientists	5	1
19-1021	Achievement orientation	85.733334223	30800	Life, physical, and social sciences	82150	1	Biochemists and Biophysicists	5	1
19-1021	Adjustment	72.40000089	30800	Life, physical, and social sciences	82150	3	Biochemists and Biophysicists	5	1
19-1021	Conscientiousness	85.533334414	30800	Life, physical, and social sciences	82150	3	Biochemists and Biophysicists	5	1
19-1021	Independence and practical intelligence	85.199999809	30800	Life, physical, and social sciences	82150	1	Biochemists and Biophysicists	5	1
19-1021	Interpersonal orientation and social influence	56.549999714	30800	Life, physical, and social sciences	82150	3	Biochemists and Biophysicists	5	1
19-1022	Achievement orientation	83.733332952	21210	Life, physical, and social sciences	67550	2	Microbiologists	5	1
19-1022	Adjustment	76.400000254	21210	Life, physical, and social sciences	67550	3	Microbiologists	5	1
19-1022	Conscientiousness	87.666664124	21210	Life, physical, and social sciences	67550	3	Microbiologists	5	1
19-1022	Independence and practical intelligence	81.866668065	21210	Life, physical, and social sciences	67550	2	Microbiologists	5	1
19-1022	Interpersonal orientation and social influence	67.5	21210	Life, physical, and social sciences	67550	3	Microbiologists	5	1
19-1023	Achievement orientation	72.200001081	17910	Life, physical, and social sciences	59680	3	Zoologists and Wildlife Biologists	5	1
19-1023	Adjustment	78.333334923	17910	Life, physical, and social sciences	59680	2	Zoologists and Wildlife Biologists	5	1
19-1023	Conscientiousness	82.533334096	17910	Life, physical, and social sciences	59680	3	Zoologists and Wildlife Biologists	5	1
19-1023	Independence and practical intelligence	74.066667557	17910	Life, physical, and social sciences	59680	3	Zoologists and Wildlife Biologists	5	1
19-1023	Interpersonal orientation and social influence	76.050000191	17910	Life, physical, and social sciences	59680	2	Zoologists and Wildlife Biologists	5	1
19-1029	Achievement orientation	88.977778753	32050	Life, physical, and social sciences	75150	1	Biological Scientists, All Other	5	1
19-1029	Adjustment	74.111110369	32050	Life, physical, and social sciences	75150	3	Biological Scientists, All Other	5	1
19-1029	Conscientiousness	91.866665946	32050	Life, physical, and social sciences	75150	1	Biological Scientists, All Other	5	1
19-1029	Independence and practical intelligence	86.644442876	32050	Life, physical, and social sciences	75150	1	Biological Scientists, All Other	5	1
19-1029	Interpersonal orientation and social influence	65.233333508	32050	Life, physical, and social sciences	75150	3	Biological Scientists, All Other	5	1
19-1031	Achievement orientation	75.288889143	20200	Life, physical, and social sciences	61110	3	Conservation Scientists	4	1
19-1031	Adjustment	79.622223112	20200	Life, physical, and social sciences	61110	2	Conservation Scientists	4	1
19-1031	Conscientiousness	83.533333672	20200	Life, physical, and social sciences	61110	3	Conservation Scientists	4	1
19-1031	Independence and practical intelligence	75.44444455	20200	Life, physical, and social sciences	61110	3	Conservation Scientists	4	1
19-1031	Interpersonal orientation and social influence	75.1666677	20200	Life, physical, and social sciences	61110	1	Conservation Scientists	4	1
19-1032	Achievement orientation	75.466666222	8590	Life, physical, and social sciences	58230	3	Foresters	4	1
19-1032	Adjustment	77.799998919	8590	Life, physical, and social sciences	58230	2	Foresters	4	1
19-1032	Conscientiousness	87.000001272	8590	Life, physical, and social sciences	58230	3	Foresters	4	1
19-1032	Independence and practical intelligence	75.266666412	8590	Life, physical, and social sciences	58230	3	Foresters	4	1
19-1032	Interpersonal orientation and social influence	71.549998522	8590	Life, physical, and social sciences	58230	2	Foresters	4	1
19-1041	Achievement orientation	86.466665268	5460	Life, physical, and social sciences	69450	1	Epidemiologists	5	1
19-1041	Adjustment	76.400000254	5460	Life, physical, and social sciences	69450	3	Epidemiologists	5	1
19-1041	Conscientiousness	90.666666031	5460	Life, physical, and social sciences	69450	2	Epidemiologists	5	1
19-1041	Independence and practical intelligence	82.933333715	5460	Life, physical, and social sciences	69450	2	Epidemiologists	5	1
19-1041	Interpersonal orientation and social influence	77.000000477	5460	Life, physical, and social sciences	69450	2	Epidemiologists	5	1
19-1042	Achievement orientation	90.466667811	104440	Life, physical, and social sciences	82240	0	Medical Scientists, Except Epidemiologists	5	1
19-1042	Adjustment	78.666664759	104440	Life, physical, and social sciences	82240	2	Medical Scientists, Except Epidemiologists	5	1
19-1042	Conscientiousness	95.066668193	104440	Life, physical, and social sciences	82240	0	Medical Scientists, Except Epidemiologists	5	1
19-1042	Independence and practical intelligence	87.466665904	104440	Life, physical, and social sciences	82240	1	Medical Scientists, Except Epidemiologists	5	1
19-1042	Interpersonal orientation and social influence	79.950000048	104440	Life, physical, and social sciences	82240	2	Medical Scientists, Except Epidemiologists	5	1
19-2011	Achievement orientation	91.600001653	1760	Life, physical, and social sciences	104100	0	Astronomers	5	1
19-2011	Adjustment	66.000000636	1760	Life, physical, and social sciences	104100	3	Astronomers	5	1
19-2011	Conscientiousness	79.999998411	1760	Life, physical, and social sciences	104100	3	Astronomers	5	1
19-2011	Independence and practical intelligence	91.866664886	1760	Life, physical, and social sciences	104100	0	Astronomers	5	1
19-2011	Interpersonal orientation and social influence	54.650000334	1760	Life, physical, and social sciences	104100	3	Astronomers	5	1
19-2012	Achievement orientation	89.000002543	15650	Life, physical, and social sciences	111580	1	Physicists	5	1
19-2012	Adjustment	77.000001272	15650	Life, physical, and social sciences	111580	2	Physicists	5	1
19-2012	Conscientiousness	90.466667811	15650	Life, physical, and social sciences	111580	2	Physicists	5	1
19-2012	Independence and practical intelligence	87.133334478	15650	Life, physical, and social sciences	111580	1	Physicists	5	1
19-2012	Interpersonal orientation and social influence	66.20000124	15650	Life, physical, and social sciences	111580	3	Physicists	5	1
19-2021	Achievement orientation	79.000000954	10370	Life, physical, and social sciences	89820	3	Atmospheric and Space Scientists	4	1
19-2021	Adjustment	79.733333588	10370	Life, physical, and social sciences	89820	2	Atmospheric and Space Scientists	4	1
19-2021	Conscientiousness	85.000001589	10370	Life, physical, and social sciences	89820	3	Atmospheric and Space Scientists	4	1
19-2021	Independence and practical intelligence	76.666668256	10370	Life, physical, and social sciences	89820	2	Atmospheric and Space Scientists	4	1
19-2021	Interpersonal orientation and social influence	68.899999857	10370	Life, physical, and social sciences	89820	3	Atmospheric and Space Scientists	4	1
19-2031	Achievement orientation	74.799998601	84720	Life, physical, and social sciences	71260	3	Chemists	4	1
19-2031	Adjustment	73.733334541	84720	Life, physical, and social sciences	71260	3	Chemists	4	1
19-2031	Conscientiousness	87.933333715	84720	Life, physical, and social sciences	71260	2	Chemists	4	1
19-2031	Independence and practical intelligence	77.800000509	84720	Life, physical, and social sciences	71260	2	Chemists	4	1
19-2031	Interpersonal orientation and social influence	65.749999285	84720	Life, physical, and social sciences	71260	3	Chemists	4	1
19-2032	Achievement orientation	84.13333257	6790	Life, physical, and social sciences	91000	2	Materials Scientists	5	1
19-2032	Adjustment	67.333332698	6790	Life, physical, and social sciences	91000	3	Materials Scientists	5	1
19-2032	Conscientiousness	87.066666285	6790	Life, physical, and social sciences	91000	3	Materials Scientists	5	1
19-2032	Independence and practical intelligence	85.86666743	6790	Life, physical, and social sciences	91000	1	Materials Scientists	5	1
19-2032	Interpersonal orientation and social influence	62.999999523	6790	Life, physical, and social sciences	91000	3	Materials Scientists	5	1
19-2041	Achievement orientation	81.483332316	87250	Life, physical, and social sciences	67460	3	Environmental Scientists and Specialists, Including Health	5	1
19-2041	Adjustment	72.549999952	87250	Life, physical, and social sciences	67460	3	Environmental Scientists and Specialists, Including Health	5	1
19-2041	Conscientiousness	87.133333683	87250	Life, physical, and social sciences	67460	3	Environmental Scientists and Specialists, Including Health	5	1
19-2041	Independence and practical intelligence	81.166665951	87250	Life, physical, and social sciences	67460	2	Environmental Scientists and Specialists, Including Health	5	1
19-2041	Interpersonal orientation and social influence	69.850000441	87250	Life, physical, and social sciences	67460	3	Environmental Scientists and Specialists, Including Health	5	1
19-2042	Achievement orientation	81.400000254	31800	Life, physical, and social sciences	89700	2	Geoscientists, Except Hydrologists and Geographers	4	1
19-2042	Adjustment	72.666667302	31800	Life, physical, and social sciences	89700	3	Geoscientists, Except Hydrologists and Geographers	4	1
19-2042	Conscientiousness	86.066665649	31800	Life, physical, and social sciences	89700	3	Geoscientists, Except Hydrologists and Geographers	4	1
19-2042	Independence and practical intelligence	83.333333333	31800	Life, physical, and social sciences	89700	0	Geoscientists, Except Hydrologists and Geographers	4	1
19-2042	Interpersonal orientation and social influence	58.949999809	31800	Life, physical, and social sciences	89700	3	Geoscientists, Except Hydrologists and Geographers	4	1
19-2043	Achievement orientation	76.400000254	6580	Life, physical, and social sciences	79550	3	Hydrologists	4	1
19-2043	Adjustment	73.133331935	6580	Life, physical, and social sciences	79550	3	Hydrologists	4	1
19-2043	Conscientiousness	86.400000254	6580	Life, physical, and social sciences	79550	3	Hydrologists	4	1
19-2043	Independence and practical intelligence	78.200000127	6580	Life, physical, and social sciences	79550	2	Hydrologists	4	1
19-2043	Interpersonal orientation and social influence	66.100001335	6580	Life, physical, and social sciences	79550	3	Hydrologists	4	1
19-2099	Achievement orientation	78.733332952	21130	Life, physical, and social sciences	97130	3	Physical Scientists, All Other	5	1
19-2099	Adjustment	64.666665395	21130	Life, physical, and social sciences	97130	3	Physical Scientists, All Other	5	1
19-2099	Conscientiousness	87.266667684	21130	Life, physical, and social sciences	97130	3	Physical Scientists, All Other	5	1
19-2099	Independence and practical intelligence	82.066666285	21130	Life, physical, and social sciences	97130	2	Physical Scientists, All Other	5	1
19-2099	Interpersonal orientation and social influence	57.650001049	21130	Life, physical, and social sciences	97130	3	Physical Scientists, All Other	5	1
19-3011	Achievement orientation	85.599999428	19090	Life, physical, and social sciences	99180	1	Economists	5	1
19-3011	Adjustment	68.533333143	19090	Life, physical, and social sciences	99180	3	Economists	5	1
19-3011	Conscientiousness	83.36666584	19090	Life, physical, and social sciences	99180	3	Economists	5	1
19-3011	Independence and practical intelligence	88.633332253	19090	Life, physical, and social sciences	99180	0	Economists	5	1
19-3011	Interpersonal orientation and social influence	54.474999905	19090	Life, physical, and social sciences	99180	3	Economists	5	1
19-3022	Achievement orientation	84.000002543	13650	Life, physical, and social sciences	53920	2	Survey Researchers	5	1
19-3022	Adjustment	79.466663996	13650	Life, physical, and social sciences	53920	2	Survey Researchers	5	1
19-3022	Conscientiousness	93.46666654	13650	Life, physical, and social sciences	53920	0	Survey Researchers	5	1
19-3022	Independence and practical intelligence	79.400000572	13650	Life, physical, and social sciences	53920	3	Survey Researchers	5	1
19-3022	Interpersonal orientation and social influence	74.150000811	13650	Life, physical, and social sciences	53920	3	Survey Researchers	5	1
19-3031	Achievement orientation	84.822222392	105600	Life, physical, and social sciences	70580	2	Clinical, Counseling, and School Psychologists	5	1
19-3031	Adjustment	90.422222349	105600	Life, physical, and social sciences	70580	0	Clinical, Counseling, and School Psychologists	5	1
19-3031	Conscientiousness	91.95555687	105600	Life, physical, and social sciences	70580	1	Clinical, Counseling, and School Psychologists	5	1
19-3031	Independence and practical intelligence	81.199999915	105600	Life, physical, and social sciences	70580	2	Clinical, Counseling, and School Psychologists	5	1
19-3031	Interpersonal orientation and social influence	87.966666619	105600	Life, physical, and social sciences	70580	0	Clinical, Counseling, and School Psychologists	5	1
19-3032	Achievement orientation	92.533334096	990	Life, physical, and social sciences	77350	0	Industrial-Organizational Psychologists	5	1
19-3032	Adjustment	82.40000089	990	Life, physical, and social sciences	77350	2	Industrial-Organizational Psychologists	5	1
19-3032	Conscientiousness	91.73333168	990	Life, physical, and social sciences	77350	1	Industrial-Organizational Psychologists	5	1
19-3032	Independence and practical intelligence	88.133331935	990	Life, physical, and social sciences	77350	0	Industrial-Organizational Psychologists	5	1
19-3032	Interpersonal orientation and social influence	81.85000062	990	Life, physical, and social sciences	77350	1	Industrial-Organizational Psychologists	5	1
19-3039	Achievement orientation	83.333336512	12400	Life, physical, and social sciences	94590	2	Psychologists, All Other	5	1
19-3039	Adjustment	87.866665522	12400	Life, physical, and social sciences	94590	0	Psychologists, All Other	5	1
19-3039	Conscientiousness	96.066668828	12400	Life, physical, and social sciences	94590	0	Psychologists, All Other	5	1
19-3039	Independence and practical intelligence	86.266668638	12400	Life, physical, and social sciences	94590	1	Psychologists, All Other	5	1
19-3039	Interpersonal orientation and social influence	83.550000191	12400	Life, physical, and social sciences	94590	1	Psychologists, All Other	5	1
19-3041	Achievement orientation	88.200000127	2620	Life, physical, and social sciences	73760	1	Sociologists	5	1
19-3041	Adjustment	70.800000827	2620	Life, physical, and social sciences	73760	3	Sociologists	5	1
19-3041	Conscientiousness	81.866666476	2620	Life, physical, and social sciences	73760	3	Sociologists	5	1
19-3041	Independence and practical intelligence	89.400002162	2620	Life, physical, and social sciences	73760	0	Sociologists	5	1
19-3041	Interpersonal orientation and social influence	63.099999428	2620	Life, physical, and social sciences	73760	3	Sociologists	5	1
19-3051	Achievement orientation	86.066668828	35480	Life, physical, and social sciences	68220	1	Urban and Regional Planners	5	1
19-3051	Adjustment	84.799998601	35480	Life, physical, and social sciences	68220	1	Urban and Regional Planners	5	1
19-3051	Conscientiousness	90.86666743	35480	Life, physical, and social sciences	68220	2	Urban and Regional Planners	5	1
19-3051	Independence and practical intelligence	81.333332062	35480	Life, physical, and social sciences	68220	2	Urban and Regional Planners	5	1
19-3051	Interpersonal orientation and social influence	84.849998951	35480	Life, physical, and social sciences	68220	1	Urban and Regional Planners	5	1
19-3091	Achievement orientation	88.033332825	6980	Life, physical, and social sciences	61220	1	Anthropologists and Archeologists	5	1
19-3091	Adjustment	81.733332475	6980	Life, physical, and social sciences	61220	2	Anthropologists and Archeologists	5	1
19-3091	Conscientiousness	89.766666094	6980	Life, physical, and social sciences	61220	2	Anthropologists and Archeologists	5	1
19-3091	Independence and practical intelligence	83.133332729	6980	Life, physical, and social sciences	61220	2	Anthropologists and Archeologists	5	1
19-3091	Interpersonal orientation and social influence	76.55000031	6980	Life, physical, and social sciences	61220	2	Anthropologists and Archeologists	5	1
19-3092	Achievement orientation	80.533332825	1280	Life, physical, and social sciences	74260	3	Geographers	5	1
19-3092	Adjustment	70.933332443	1280	Life, physical, and social sciences	74260	3	Geographers	5	1
19-3092	Conscientiousness	85.600001017	1280	Life, physical, and social sciences	74260	3	Geographers	5	1
19-3092	Independence and practical intelligence	91.200002035	1280	Life, physical, and social sciences	74260	0	Geographers	5	1
19-3092	Interpersonal orientation and social influence	66.499999762	1280	Life, physical, and social sciences	74260	3	Geographers	5	1
19-3093	Achievement orientation	70.466667811	3010	Life, physical, and social sciences	55800	3	Historians	5	1
19-3093	Adjustment	73.200000127	3010	Life, physical, and social sciences	55800	3	Historians	5	1
19-3093	Conscientiousness	84.733333588	3010	Life, physical, and social sciences	55800	3	Historians	5	1
19-3093	Independence and practical intelligence	72.133332888	3010	Life, physical, and social sciences	55800	3	Historians	5	1
19-3093	Interpersonal orientation and social influence	80.149999857	3010	Life, physical, and social sciences	55800	2	Historians	5	1
19-3094	Achievement orientation	86.400000254	3910	Life, physical, and social sciences	99730	1	Political Scientists	5	1
19-3094	Adjustment	68.800001144	3910	Life, physical, and social sciences	99730	3	Political Scientists	5	1
19-3094	Conscientiousness	83.666667938	3910	Life, physical, and social sciences	99730	3	Political Scientists	5	1
19-3094	Independence and practical intelligence	86.799999873	3910	Life, physical, and social sciences	99730	1	Political Scientists	5	1
19-3094	Interpersonal orientation and social influence	59.300000668	3910	Life, physical, and social sciences	99730	3	Political Scientists	5	1
19-3099	Achievement orientation	77.200001081	34160	Life, physical, and social sciences	76380	3	Social Scientists and Related Workers, All Other	4	1
19-3099	Adjustment	77.466667493	34160	Life, physical, and social sciences	76380	2	Social Scientists and Related Workers, All Other	4	1
19-3099	Conscientiousness	87.266667684	34160	Life, physical, and social sciences	76380	3	Social Scientists and Related Workers, All Other	4	1
19-3099	Independence and practical intelligence	77.800000509	34160	Life, physical, and social sciences	76380	2	Social Scientists and Related Workers, All Other	4	1
19-3099	Interpersonal orientation and social influence	75.950000286	34160	Life, physical, and social sciences	76380	1	Social Scientists and Related Workers, All Other	4	1
19-4011	Achievement orientation	79.266665777	20260	Life, physical, and social sciences	36480	1	Agricultural and Food Science Technicians	3	1
19-4011	Adjustment	79.56666708	20260	Life, physical, and social sciences	36480	2	Agricultural and Food Science Technicians	3	1
19-4011	Conscientiousness	94.433333079	20260	Life, physical, and social sciences	36480	0	Agricultural and Food Science Technicians	3	1
19-4011	Independence and practical intelligence	78.233333429	20260	Life, physical, and social sciences	36480	1	Agricultural and Food Science Technicians	3	1
19-4011	Interpersonal orientation and social influence	80.099999309	20260	Life, physical, and social sciences	36480	1	Agricultural and Food Science Technicians	3	1
19-4021	Achievement orientation	74.333333969	72900	Life, physical, and social sciences	41650	3	Biological Technicians	4	1
19-4021	Adjustment	62.266666094	72900	Life, physical, and social sciences	41650	3	Biological Technicians	4	1
19-4021	Conscientiousness	86.73333168	72900	Life, physical, and social sciences	41650	3	Biological Technicians	4	1
19-4021	Independence and practical intelligence	74.33333238	72900	Life, physical, and social sciences	41650	3	Biological Technicians	4	1
19-4021	Interpersonal orientation and social influence	60.64999938	72900	Life, physical, and social sciences	41650	3	Biological Technicians	4	1
19-4031	Achievement orientation	62.800000509	64770	Life, physical, and social sciences	44660	3	Chemical Technicians	3	1
19-4031	Adjustment	69.666666985	64770	Life, physical, and social sciences	44660	3	Chemical Technicians	3	1
19-4031	Conscientiousness	84.399998983	64770	Life, physical, and social sciences	44660	3	Chemical Technicians	3	1
19-4031	Independence and practical intelligence	60.133333206	64770	Life, physical, and social sciences	44660	3	Chemical Technicians	3	1
