SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_rank	SOCTitle	jobzone	type
21-1014	2.A.1.b	Active Listening	83.495081121	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.A.1.c	Writing	67.581907976	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.A.1.d	Speaking	71.804496477	128,200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1014	2.A.1.e	Mathematics	37.96840792	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.A.1.f	Science	57.8174467	128,200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1014	2.A.2.a	Critical Thinking	70.629819684	128,200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1014	2.A.2.b	Active Learning	64.187226144	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.A.2.c	Learning Strategies	62.28964601	128,200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1014	2.A.2.d	Monitoring	68.63984682	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.1.a	Social Perceptiveness	86.396097795	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.1.b	Coordination	60.178306485	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.1.c	Persuasion	67.306548185	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.1.d	Negotiation	57.977828275	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.1.e	Instructing	53.825113629	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.B.1.f	Service Orientation	68.619031096	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.2.i	Complex Problem Solving	61.212510393	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.3.a	Operations Analysis	53.825113629	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.3.b	Technology Design	16.940231066	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.3.c	Equipment Selection	0	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.B.3.d	Installation	0	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.3.e	Programming	14.638501094	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.3.g	Operation Monitoring	19.364916731	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.3.h	Operation and Control	0	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.B.3.j	Equipment Maintenance	0	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.3.k	Troubleshooting	0	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.B.3.l	Repairing	0	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.3.m	Quality Control Analysis	25.298221281	128,200	Community and social service	41880	2	Mental Health Counselors	5	1
21-1014	2.B.4.e	Judgment and Decision Making	67.581907976	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.4.g	Systems Analysis	57.8174467	128,200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1014	2.B.4.h	Systems Evaluation	60.944940022	128,200	Community and social service	41880	0	Mental Health Counselors	5	1
21-1014	2.B.5.a	Time Management	52.779866291	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.B.5.b	Management of Financial Resources	18.631770102	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.B.5.c	Management of Material Resources	20.182028781	128,200	Community and social service	41880	3	Mental Health Counselors	5	1
21-1014	2.B.5.d	Management of Personnel Resources	51.713496442	128,200	Community and social service	41880	1	Mental Health Counselors	5	1
21-1015	2.A.1.a	Reading Comprehension	63.245553203	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.A.1.b	Active Listening	69.64071059	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.A.1.c	Writing	61.189168042	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.A.1.d	Speaking	66.590432603	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.A.1.e	Mathematics	32.557641192	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.A.1.f	Science	41.231056256	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.A.2.a	Critical Thinking	64.475909122	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.A.2.b	Active Learning	53.825113629	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.A.2.c	Learning Strategies	55.703295619	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.A.2.d	Monitoring	66.590432603	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.1.a	Social Perceptiveness	74.68027087	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.1.b	Coordination	62.278177788	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.1.c	Persuasion	59.009684435	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.1.d	Negotiation	57.13242762	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.1.e	Instructing	54.891060943	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.1.f	Service Orientation	64.320625441	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.2.i	Complex Problem Solving	59.009684435	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.3.a	Operations Analysis	55.856960175	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.3.b	Technology Design	18.631770102	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.B.3.c	Equipment Selection	0	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.3.d	Installation	0	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.B.3.e	Programming	19.364916731	101,630	Community and social service	34390	1	Rehabilitation Counselors	5	1
21-1015	2.B.3.g	Operation Monitoring	27.226037957	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.B.3.h	Operation and Control	0	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.3.j	Equipment Maintenance	0	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.B.3.k	Troubleshooting	0	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.3.l	Repairing	0	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1015	2.B.3.m	Quality Control Analysis	8.94427191	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.4.e	Judgment and Decision Making	59.126015545	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.4.g	Systems Analysis	60.178306485	101,630	Community and social service	34390	0	Rehabilitation Counselors	5	1
21-1015	2.B.4.h	Systems Evaluation	55.856960175	101,630	Community and social service	34390	1	Rehabilitation Counselors	5	1
21-1015	2.B.5.a	Time Management	57.008771255	101,630	Community and social service	34390	1	Rehabilitation Counselors	5	1
21-1015	2.B.5.b	Management of Financial Resources	20.70196678	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.5.c	Management of Material Resources	11.64964745	101,630	Community and social service	34390	3	Rehabilitation Counselors	5	1
21-1015	2.B.5.d	Management of Personnel Resources	49.684720273	101,630	Community and social service	34390	2	Rehabilitation Counselors	5	1
21-1021	2.A.1.a	Reading Comprehension	70.730878284	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.A.1.b	Active Listening	78.092253137	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.A.1.c	Writing	67.581907976	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.A.1.d	Speaking	76.03683318	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.A.1.e	Mathematics	32.776298056	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.A.1.f	Science	51.713496442	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.A.2.a	Critical Thinking	68.619031096	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.A.2.b	Active Learning	58.137767415	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.A.2.c	Learning Strategies	52.737625495	294,080	Community and social service	42350	1	Child, Family, and School Social Workers	4	1
21-1021	2.A.2.d	Monitoring	65.465367071	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.1.a	Social Perceptiveness	72.78147331	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.1.b	Coordination	63.245553203	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.1.c	Persuasion	62.28964601	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.1.d	Negotiation	62.28964601	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.1.e	Instructing	56.022954479	294,080	Community and social service	42350	1	Child, Family, and School Social Workers	4	1
21-1021	2.B.1.f	Service Orientation	69.693205244	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.2.i	Complex Problem Solving	57.977828275	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.a	Operations Analysis	55.856960175	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.b	Technology Design	17.196345127	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.c	Equipment Selection	0	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.d	Installation	0	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.e	Programming	14.040757	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.g	Operation Monitoring	30.42555317	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.h	Operation and Control	23.664319132	294,080	Community and social service	42350	1	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.j	Equipment Maintenance	0	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.k	Troubleshooting	0	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.l	Repairing	0	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.B.3.m	Quality Control Analysis	13.363062096	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.B.4.e	Judgment and Decision Making	62.278177788	294,080	Community and social service	42350	1	Child, Family, and School Social Workers	4	1
21-1021	2.B.4.g	Systems Analysis	50.709255284	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.B.4.h	Systems Evaluation	51.533622866	294,080	Community and social service	42350	2	Child, Family, and School Social Workers	4	1
21-1021	2.B.5.a	Time Management	62.278177788	294,080	Community and social service	42350	0	Child, Family, and School Social Workers	4	1
21-1021	2.B.5.b	Management of Financial Resources	23.664319132	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.B.5.c	Management of Material Resources	23.664319132	294,080	Community and social service	42350	3	Child, Family, and School Social Workers	4	1
21-1021	2.B.5.d	Management of Personnel Resources	53.825113629	294,080	Community and social service	42350	1	Child, Family, and School Social Workers	4	1
21-1022	2.A.1.a	Reading Comprehension	68.63984682	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.A.1.b	Active Listening	75.946409677	155,590	Community and social service	52380	0	Healthcare Social Workers	5	1
21-1022	2.A.1.c	Writing	67.480155813	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.A.1.d	Speaking	70.730878284	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1022	2.A.1.e	Mathematics	34.805582475	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.A.1.f	Science	46.48348401	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.A.2.a	Critical Thinking	68.619031096	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.A.2.b	Active Learning	61.212510393	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.A.2.c	Learning Strategies	57.8174467	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.A.2.d	Monitoring	58.811077674	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.B.1.a	Social Perceptiveness	78.612976028	155,590	Community and social service	52380	0	Healthcare Social Workers	5	1
21-1022	2.B.1.b	Coordination	67.581907976	155,590	Community and social service	52380	0	Healthcare Social Workers	5	1
21-1022	2.B.1.c	Persuasion	56.806438267	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1022	2.B.1.d	Negotiation	51.713496442	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1022	2.B.1.e	Instructing	53.825113629	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.B.1.f	Service Orientation	67.480155813	155,590	Community and social service	52380	0	Healthcare Social Workers	5	1
21-1022	2.B.2.i	Complex Problem Solving	61.189168042	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.3.a	Operations Analysis	52.779866291	155,590	Community and social service	52380	0	Healthcare Social Workers	5	1
21-1022	2.B.3.b	Technology Design	16.940231066	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.3.c	Equipment Selection	8.94427191	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1022	2.B.3.d	Installation	0	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.3.e	Programming	18.631770102	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1022	2.B.3.g	Operation Monitoring	20.976176963	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.3.h	Operation and Control	22.360679775	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1022	2.B.3.j	Equipment Maintenance	0	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.3.k	Troubleshooting	0	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.B.3.l	Repairing	0	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.3.m	Quality Control Analysis	22.360679775	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.4.e	Judgment and Decision Making	63.245553203	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.4.g	Systems Analysis	40.089186287	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.B.4.h	Systems Evaluation	56.806438267	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1022	2.B.5.a	Time Management	55.856960175	155,590	Community and social service	52380	2	Healthcare Social Workers	5	1
21-1022	2.B.5.b	Management of Financial Resources	20.182028781	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.B.5.c	Management of Material Resources	23.664319132	155,590	Community and social service	52380	3	Healthcare Social Workers	5	1
21-1022	2.B.5.d	Management of Personnel Resources	52.779866291	155,590	Community and social service	52380	1	Healthcare Social Workers	5	1
21-1023	2.A.1.a	Reading Comprehension	68.619031096	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.1.b	Active Listening	72.928536449	110,070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.1.c	Writing	65.465367071	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.1.d	Speaking	71.838111652	110,070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.1.e	Mathematics	33.806170189	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.1.f	Science	51.713496442	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.2.a	Critical Thinking	67.581907976	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.2.b	Active Learning	62.151887685	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.2.c	Learning Strategies	63.245553203	110,070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.A.2.d	Monitoring	68.63984682	110,070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.1.a	Social Perceptiveness	78.848860849	110,070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.1.b	Coordination	66.590432603	110,070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.1.c	Persuasion	63.245553203	110,070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.1.d	Negotiation	60.023804802	110,070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.1.e	Instructing	57.8174467	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.1.f	Service Orientation	67.581907976	110,070	Community and social service	42170	0	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.2.i	Complex Problem Solving	61.23724357	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.a	Operations Analysis	48.680885072	110,070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.b	Technology Design	14.638501094	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.c	Equipment Selection	0	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.d	Installation	0	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.e	Programming	19.364916731	110,070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.g	Operation Monitoring	30.42555317	110,070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.h	Operation and Control	0	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.j	Equipment Maintenance	0	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.k	Troubleshooting	0	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.l	Repairing	0	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.3.m	Quality Control Analysis	23.664319132	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.4.e	Judgment and Decision Making	61.212510393	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.4.g	Systems Analysis	52.737625495	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.4.h	Systems Evaluation	52.779866291	110,070	Community and social service	42170	2	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.5.a	Time Management	60.023804802	110,070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.5.b	Management of Financial Resources	16.300744944	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.5.c	Management of Material Resources	16.300744944	110,070	Community and social service	42170	3	Mental Health and Substance Abuse Social Workers	5	1
21-1023	2.B.5.d	Management of Personnel Resources	50.709255284	110,070	Community and social service	42170	1	Mental Health and Substance Abuse Social Workers	5	1
21-1091	2.A.1.a	Reading Comprehension	66.590432603	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.A.1.b	Active Listening	67.612340378	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.A.1.c	Writing	67.612340378	57,570	Community and social service	51960	0	Health Educators	4	1
21-1091	2.A.1.d	Speaking	69.64071059	57,570	Community and social service	51960	0	Health Educators	4	1
21-1091	2.A.1.e	Mathematics	32.776298056	57,570	Community and social service	51960	3	Health Educators	4	1
21-1091	2.A.1.f	Science	45.355736761	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.A.2.a	Critical Thinking	67.612340378	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.A.2.b	Active Learning	58.137767415	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.A.2.c	Learning Strategies	64.475909122	57,570	Community and social service	51960	0	Health Educators	4	1
21-1091	2.A.2.d	Monitoring	56.806438267	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.1.a	Social Perceptiveness	61.23724357	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.B.1.b	Coordination	58.137767415	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.B.1.c	Persuasion	54.935026557	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.B.1.d	Negotiation	49.684720273	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.1.e	Instructing	57.13242762	57,570	Community and social service	51960	0	Health Educators	4	1
21-1091	2.B.1.f	Service Orientation	53.825113629	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.B.2.i	Complex Problem Solving	54.891060943	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.3.a	Operations Analysis	52.737625495	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.B.3.b	Technology Design	16.300744944	57,570	Community and social service	51960	3	Health Educators	4	1
21-1091	2.B.3.c	Equipment Selection	0	57,570	Community and social service	51960	3	Health Educators	4	1
21-1091	2.B.3.d	Installation	0	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.3.e	Programming	9.4491118252	57,570	Community and social service	51960	3	Health Educators	4	1
21-1091	2.B.3.g	Operation Monitoring	29.498668251	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.3.h	Operation and Control	17.196345127	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.3.j	Equipment Maintenance	0	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.3.k	Troubleshooting	0	57,570	Community and social service	51960	3	Health Educators	4	1
21-1091	2.B.3.l	Repairing	0	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.3.m	Quality Control Analysis	17.92842914	57,570	Community and social service	51960	3	Health Educators	4	1
21-1091	2.B.4.e	Judgment and Decision Making	53.825113629	57,570	Community and social service	51960	3	Health Educators	4	1
21-1091	2.B.4.g	Systems Analysis	50.66867164	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.4.h	Systems Evaluation	50.709255284	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.5.a	Time Management	57.008771255	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.B.5.b	Management of Financial Resources	33.806170189	57,570	Community and social service	51960	2	Health Educators	4	1
21-1091	2.B.5.c	Management of Material Resources	36.916895087	57,570	Community and social service	51960	1	Health Educators	4	1
21-1091	2.B.5.d	Management of Personnel Resources	54.935026557	57,570	Community and social service	51960	0	Health Educators	4	1
21-1092	2.A.1.a	Reading Comprehension	65.2783053	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.1.b	Active Listening	67.581907976	87,950	Community and social service	49360	1	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.1.c	Writing	63.386569105	87,950	Community and social service	49360	1	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.1.d	Speaking	67.612340378	87,950	Community and social service	49360	1	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.1.e	Mathematics	24.527535547	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.1.f	Science	26.267851073	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.2.a	Critical Thinking	67.612340378	87,950	Community and social service	49360	1	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.2.b	Active Learning	53.825113629	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.2.c	Learning Strategies	40.089186287	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.A.2.d	Monitoring	67.581907976	87,950	Community and social service	49360	0	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.1.a	Social Perceptiveness	71.71371656	87,950	Community and social service	49360	0	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.1.b	Coordination	58.137767415	87,950	Community and social service	49360	1	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.1.c	Persuasion	61.212510393	87,950	Community and social service	49360	0	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.1.d	Negotiation	54.891060943	87,950	Community and social service	49360	1	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.1.e	Instructing	50.709255284	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.1.f	Service Orientation	60.944940022	87,950	Community and social service	49360	0	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.2.i	Complex Problem Solving	55.856960175	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.a	Operations Analysis	32.776298056	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.b	Technology Design	12.240448171	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.c	Equipment Selection	0	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.d	Installation	0	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.e	Programming	14.638501094	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.g	Operation Monitoring	23.664319132	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.h	Operation and Control	25	87,950	Community and social service	49360	1	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.j	Equipment Maintenance	0	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.k	Troubleshooting	0	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.l	Repairing	0	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.3.m	Quality Control Analysis	21.514114968	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.4.e	Judgment and Decision Making	60.166435826	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.4.g	Systems Analysis	45.371482548	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.4.h	Systems Evaluation	48.680885072	87,950	Community and social service	49360	2	Probation Officers and Correctional Treatment Specialists	4	1
21-1092	2.B.5.a	Time Management	51.713496442	87,950	Community and social service	49360	3	Probation Officers and Correctional Treatment Specialists	4	1
